datum;kraj_nuts_kod;okres_lau_kod;kumulativni_pocet_nakazenych;kumulativni_pocet_vylecenych;kumulativni_pocet_umrti
2020-08-09;CZ064;CZ0642;490;368;6
2020-08-09;CZ064;CZ0643;136;106;3
2020-08-09;CZ064;CZ0644;183;136;15
2020-08-09;CZ064;CZ0645;59;35;1
2020-08-09;CZ064;CZ0646;61;50;0
2020-08-09;CZ064;CZ0647;134;107;0
2020-08-09;CZ071;CZ0711;10;10;0
2020-08-09;CZ071;CZ0712;750;695;24
2020-08-09;CZ071;CZ0713;133;99;0
2020-08-09;CZ071;CZ0714;107;92;1
2020-08-09;CZ071;CZ0715;70;55;0
2020-08-09;CZ072;CZ0721;65;47;0
2020-08-09;CZ072;CZ0722;229;199;3
2020-08-09;CZ072;CZ0723;76;68;0
2020-08-09;CZ072;CZ0724;195;164;2
2020-08-09;CZ080;CZ0801;37;38;1
2020-08-09;CZ080;CZ0802;1037;718;16
2020-08-09;CZ080;CZ0803;2354;2288;16
2020-08-09;CZ080;CZ0804;207;172;7
2020-08-09;CZ080;CZ0805;279;245;10
2020-08-09;CZ080;CZ0806;864;752;37
2020-08-09;;;10;368;0
2020-08-10;CZ010;CZ0100;3695;3125;113
2020-08-10;CZ020;CZ020A;344;273;5
2020-08-10;CZ020;CZ020B;87;55;2
2020-08-10;CZ020;CZ020C;28;23;0
2020-08-10;CZ020;CZ0201;127;106;1
2020-08-10;CZ020;CZ0202;138;119;1
2020-08-10;CZ020;CZ0203;195;151;6
2020-08-10;CZ020;CZ0204;143;105;1
2020-08-10;CZ020;CZ0205;108;89;1
2020-08-10;CZ020;CZ0206;187;166;2
2020-08-10;CZ020;CZ0207;120;81;1
2020-08-10;CZ020;CZ0208;145;122;2
2020-08-10;CZ020;CZ0209;392;334;4
2020-08-10;CZ031;CZ0311;80;57;0
2020-08-10;CZ031;CZ0312;27;24;0
2020-08-10;CZ031;CZ0313;46;36;0
2020-08-10;CZ031;CZ0314;34;22;0
2020-08-10;CZ031;CZ0315;102;62;5
2020-08-10;CZ031;CZ0316;59;49;1
2020-08-10;CZ031;CZ0317;60;29;0
2020-08-10;CZ032;CZ0321;357;349;8
2020-08-10;CZ032;CZ0322;131;96;0
2020-08-10;CZ032;CZ0323;167;131;2
2020-08-10;CZ032;CZ0324;51;38;5
2020-08-10;CZ032;CZ0325;32;25;0
2020-08-10;CZ032;CZ0326;14;13;0
2020-08-10;CZ032;CZ0327;57;54;2
2020-08-10;CZ041;CZ0411;332;283;35
2020-08-10;CZ041;CZ0412;99;87;3
2020-08-10;CZ041;CZ0413;77;75;0
2020-08-10;CZ042;CZ0421;58;55;0
2020-08-10;CZ042;CZ0422;56;32;1
2020-08-10;CZ042;CZ0423;309;280;11
2020-08-10;CZ042;CZ0424;43;29;3
2020-08-10;CZ042;CZ0425;62;58;6
2020-08-10;CZ042;CZ0426;76;74;0
2020-08-10;CZ042;CZ0427;106;97;0
2020-08-10;CZ051;CZ0511;41;21;0
2020-08-10;CZ051;CZ0512;149;123;2
2020-08-10;CZ051;CZ0513;198;157;2
2020-08-10;CZ051;CZ0514;74;52;1
2020-08-10;CZ052;CZ0521;138;101;1
2020-08-10;CZ052;CZ0522;44;34;1
2020-08-10;CZ052;CZ0523;101;80;0
2020-08-10;CZ052;CZ0524;46;24;1
2020-08-10;CZ052;CZ0525;45;37;1
2020-08-10;CZ053;CZ0531;117;107;0
2020-08-10;CZ053;CZ0532;199;163;5
2020-08-10;CZ053;CZ0533;72;57;3
2020-08-10;CZ053;CZ0534;88;59;2
2020-08-10;CZ063;CZ0631;126;111;4
2020-08-10;CZ063;CZ0632;157;103;6
2020-08-10;CZ063;CZ0633;32;22;0
2020-08-10;CZ063;CZ0634;53;45;1
2020-08-10;CZ063;CZ0635;74;59;0
2020-08-10;CZ064;CZ0641;47;38;0
2020-08-10;CZ064;CZ0642;497;387;6
2020-08-10;CZ064;CZ0643;139;110;3
2020-08-10;CZ064;CZ0644;183;141;15
2020-08-10;CZ064;CZ0645;62;37;1
2020-08-10;CZ064;CZ0646;62;51;0
2020-08-10;CZ064;CZ0647;134;108;0
2020-08-10;CZ071;CZ0711;10;10;0
2020-08-10;CZ071;CZ0712;754;696;24
2020-08-10;CZ071;CZ0713;135;103;0
2020-08-10;CZ071;CZ0714;107;92;1
2020-08-10;CZ071;CZ0715;72;58;0
2020-08-10;CZ072;CZ0721;65;49;0
2020-08-10;CZ072;CZ0722;229;203;3
2020-08-10;CZ072;CZ0723;78;68;0
2020-08-10;CZ072;CZ0724;200;170;2
2020-08-10;CZ080;CZ0801;37;38;1
2020-08-10;CZ080;CZ0802;1044;725;16
2020-08-10;CZ080;CZ0803;2355;2294;16
2020-08-10;CZ080;CZ0804;207;176;7
2020-08-10;CZ080;CZ0805;280;248;10
2020-08-10;CZ080;CZ0806;866;757;37
2020-08-10;;;10;371;0
2020-08-11;CZ010;CZ0100;3779;3178;113
2020-08-11;CZ020;CZ020A;346;277;5
2020-08-11;CZ020;CZ020B;90;55;2
2020-08-11;CZ020;CZ020C;32;24;0
2020-08-11;CZ020;CZ0201;130;107;1
2020-08-11;CZ020;CZ0202;140;121;1
2020-08-11;CZ020;CZ0203;199;154;6
2020-08-11;CZ020;CZ0204;146;107;1
2020-08-11;CZ020;CZ0205;112;89;1
2020-08-11;CZ020;CZ0206;189;167;2
2020-08-11;CZ020;CZ0207;123;82;1
2020-08-11;CZ020;CZ0208;149;125;2
2020-08-11;CZ020;CZ0209;395;347;4
2020-08-11;CZ031;CZ0311;80;58;0
2020-08-11;CZ031;CZ0312;30;24;0
2020-08-11;CZ031;CZ0313;46;36;0
2020-08-11;CZ031;CZ0314;35;22;0
2020-08-11;CZ031;CZ0315;102;64;5
2020-08-11;CZ031;CZ0316;59;50;1
2020-08-11;CZ031;CZ0317;61;38;0
2020-08-11;CZ032;CZ0321;359;349;8
2020-08-11;CZ032;CZ0322;133;96;1
2020-08-11;CZ032;CZ0323;171;133;2
2020-08-11;CZ032;CZ0324;51;39;5
2020-08-11;CZ032;CZ0325;33;26;0
2020-08-11;CZ032;CZ0326;16;13;0
2020-08-11;CZ032;CZ0327;57;54;2
2020-08-11;CZ041;CZ0411;333;284;35
2020-08-11;CZ041;CZ0412;99;91;3
2020-08-11;CZ041;CZ0413;77;75;0
2020-08-11;CZ042;CZ0421;58;55;0
2020-08-11;CZ042;CZ0422;57;32;1
2020-08-11;CZ042;CZ0423;314;284;11
2020-08-11;CZ042;CZ0424;47;29;3
2020-08-11;CZ042;CZ0425;62;59;6
2020-08-11;CZ042;CZ0426;78;75;0
2020-08-11;CZ042;CZ0427;106;104;0
2020-08-11;CZ051;CZ0511;42;24;0
2020-08-11;CZ051;CZ0512;149;123;2
2020-08-11;CZ051;CZ0513;203;162;2
2020-08-11;CZ051;CZ0514;75;55;1
2020-08-11;CZ052;CZ0521;143;102;1
2020-08-11;CZ052;CZ0522;45;34;1
2020-08-11;CZ052;CZ0523;104;81;0
2020-08-11;CZ052;CZ0524;47;24;1
2020-08-11;CZ052;CZ0525;45;37;1
2020-08-11;CZ053;CZ0531;122;109;0
2020-08-11;CZ053;CZ0532;202;165;5
2020-08-11;CZ053;CZ0533;73;59;3
2020-08-11;CZ053;CZ0534;89;60;2
2020-08-11;CZ063;CZ0631;133;111;4
2020-08-11;CZ063;CZ0632;160;121;6
2020-08-11;CZ063;CZ0633;32;24;0
2020-08-11;CZ063;CZ0634;54;46;1
2020-08-11;CZ063;CZ0635;75;59;0
2020-08-11;CZ064;CZ0641;47;38;0
2020-08-11;CZ064;CZ0642;511;401;6
2020-08-11;CZ064;CZ0643;140;111;3
2020-08-11;CZ064;CZ0644;184;147;15
2020-08-11;CZ064;CZ0645;71;40;1
2020-08-11;CZ064;CZ0646;63;53;0
2020-08-11;CZ064;CZ0647;136;112;0
2020-08-11;CZ071;CZ0711;10;10;0
2020-08-11;CZ071;CZ0712;757;697;24
2020-08-11;CZ071;CZ0713;135;107;0
2020-08-11;CZ071;CZ0714;107;94;1
2020-08-11;CZ071;CZ0715;73;62;0
2020-08-11;CZ072;CZ0721;65;49;0
2020-08-11;CZ072;CZ0722;236;205;3
2020-08-11;CZ072;CZ0723;79;68;0
2020-08-11;CZ072;CZ0724;210;172;2
2020-08-11;CZ080;CZ0801;37;39;1
2020-08-11;CZ080;CZ0802;1058;745;16
2020-08-11;CZ080;CZ0803;2363;2309;17
2020-08-11;CZ080;CZ0804;210;176;7
2020-08-11;CZ080;CZ0805;280;249;10
2020-08-11;CZ080;CZ0806;875;766;37
2020-08-11;;;10;373;0
2020-08-12;CZ010;CZ0100;3859;3217;113
2020-08-12;CZ020;CZ020A;352;291;5
2020-08-12;CZ020;CZ020B;98;56;2
2020-08-12;CZ020;CZ020C;33;25;0
2020-08-12;CZ020;CZ0201;133;107;1
2020-08-12;CZ020;CZ0202;144;126;1
2020-08-12;CZ020;CZ0203;204;161;6
2020-08-12;CZ020;CZ0204;147;108;1
2020-08-12;CZ020;CZ0205;114;89;1
2020-08-12;CZ020;CZ0206;194;169;2
2020-08-12;CZ020;CZ0207;126;88;1
2020-08-12;CZ020;CZ0208;152;128;2
2020-08-12;CZ020;CZ0209;403;351;4
2020-08-12;CZ031;CZ0311;84;60;0
2020-08-12;CZ031;CZ0312;34;24;0
2020-08-12;CZ031;CZ0313;46;39;0
2020-08-12;CZ031;CZ0314;38;22;0
2020-08-12;CZ031;CZ0315;102;66;5
2020-08-12;CZ031;CZ0316;61;51;1
2020-08-12;CZ031;CZ0317;62;40;0
2020-08-12;CZ032;CZ0321;359;349;8
2020-08-12;CZ032;CZ0322;135;97;1
2020-08-12;CZ032;CZ0323;175;137;2
2020-08-12;CZ032;CZ0324;51;39;5
2020-08-12;CZ032;CZ0325;42;26;0
2020-08-12;CZ032;CZ0326;18;13;0
2020-08-12;CZ032;CZ0327;57;54;2
2020-08-12;CZ041;CZ0411;333;284;35
2020-08-12;CZ041;CZ0412;99;92;3
2020-08-12;CZ041;CZ0413;77;75;0
2020-08-12;CZ042;CZ0421;59;55;0
2020-08-12;CZ042;CZ0422;60;32;1
2020-08-12;CZ042;CZ0423;318;285;11
2020-08-12;CZ042;CZ0424;50;30;3
2020-08-12;CZ042;CZ0425;63;63;6
2020-08-12;CZ042;CZ0426;79;75;0
2020-08-12;CZ042;CZ0427;109;104;0
2020-08-12;CZ051;CZ0511;42;25;0
2020-08-12;CZ051;CZ0512;151;126;2
2020-08-12;CZ051;CZ0513;207;166;2
2020-08-12;CZ051;CZ0514;75;56;1
2020-08-12;CZ052;CZ0521;145;104;1
2020-08-12;CZ052;CZ0522;47;35;1
2020-08-12;CZ052;CZ0523;104;82;0
2020-08-12;CZ052;CZ0524;47;28;1
2020-08-12;CZ052;CZ0525;45;37;1
2020-08-12;CZ053;CZ0531;127;109;0
2020-08-12;CZ053;CZ0532;203;166;5
2020-08-12;CZ053;CZ0533;77;63;3
2020-08-12;CZ053;CZ0534;90;63;2
2020-08-12;CZ063;CZ0631;136;115;4
2020-08-12;CZ063;CZ0632;161;124;6
2020-08-12;CZ063;CZ0633;32;27;0
2020-08-12;CZ063;CZ0634;54;46;1
2020-08-12;CZ063;CZ0635;75;59;0
2020-08-12;CZ064;CZ0641;47;41;0
2020-08-12;CZ064;CZ0642;516;421;6
2020-08-12;CZ064;CZ0643;142;115;3
2020-08-12;CZ064;CZ0644;185;152;15
2020-08-12;CZ064;CZ0645;72;42;1
2020-08-12;CZ064;CZ0646;63;54;0
2020-08-12;CZ064;CZ0647;136;116;0
2020-08-12;CZ071;CZ0711;10;10;0
2020-08-12;CZ071;CZ0712;762;700;24
2020-08-12;CZ071;CZ0713;135;112;0
2020-08-12;CZ071;CZ0714;109;96;1
2020-08-12;CZ071;CZ0715;73;64;0
2020-08-12;CZ072;CZ0721;65;49;0
2020-08-12;CZ072;CZ0722;238;206;3
2020-08-12;CZ072;CZ0723;83;69;0
2020-08-12;CZ072;CZ0724;216;174;2
2020-08-12;CZ080;CZ0801;37;39;1
2020-08-12;CZ080;CZ0802;1074;759;16
2020-08-12;CZ080;CZ0803;2370;2319;17
2020-08-12;CZ080;CZ0804;210;178;7
2020-08-12;CZ080;CZ0805;286;253;10
2020-08-12;CZ080;CZ0806;883;768;37
2020-08-12;;;10;377;0
2020-08-13;CZ010;CZ0100;3948;3264;113
2020-08-13;CZ020;CZ020A;355;295;5
2020-08-13;CZ020;CZ020B;103;58;2
2020-08-13;CZ020;CZ020C;37;25;0
2020-08-13;CZ020;CZ0201;137;108;1
2020-08-13;CZ020;CZ0202;147;127;1
2020-08-13;CZ020;CZ0203;209;161;6
2020-08-13;CZ020;CZ0204;148;109;1
2020-08-13;CZ020;CZ0205;114;92;1
2020-08-13;CZ020;CZ0206;196;173;2
2020-08-13;CZ020;CZ0207;129;93;1
2020-08-13;CZ020;CZ0208;155;130;2
2020-08-13;CZ020;CZ0209;412;360;4
2020-08-13;CZ031;CZ0311;86;64;0
2020-08-13;CZ031;CZ0312;34;24;0
2020-08-13;CZ031;CZ0313;47;41;0
2020-08-13;CZ031;CZ0314;42;22;0
2020-08-13;CZ031;CZ0315;102;75;5
2020-08-13;CZ031;CZ0316;63;51;1
2020-08-13;CZ031;CZ0317;62;45;0
2020-08-13;CZ032;CZ0321;359;349;8
2020-08-13;CZ032;CZ0322;144;98;1
2020-08-13;CZ032;CZ0323;180;138;2
2020-08-13;CZ032;CZ0324;53;39;5
2020-08-13;CZ032;CZ0325;42;26;0
2020-08-13;CZ032;CZ0326;18;13;0
2020-08-13;CZ032;CZ0327;57;54;2
2020-08-13;CZ041;CZ0411;333;285;35
2020-08-13;CZ041;CZ0412;100;92;3
2020-08-13;CZ041;CZ0413;77;76;0
2020-08-13;CZ042;CZ0421;60;57;0
2020-08-13;CZ042;CZ0422;61;33;1
2020-08-13;CZ042;CZ0423;319;286;11
2020-08-13;CZ042;CZ0424;51;30;3
2020-08-13;CZ042;CZ0425;63;65;6
2020-08-13;CZ042;CZ0426;81;75;0
2020-08-13;CZ042;CZ0427;111;105;0
2020-08-13;CZ051;CZ0511;42;27;0
2020-08-13;CZ051;CZ0512;154;129;2
2020-08-13;CZ051;CZ0513;209;173;2
2020-08-13;CZ051;CZ0514;75;56;1
2020-08-13;CZ052;CZ0521;152;106;1
2020-08-13;CZ052;CZ0522;48;36;1
2020-08-13;CZ052;CZ0523;105;87;0
2020-08-13;CZ052;CZ0524;51;32;1
2020-08-13;CZ052;CZ0525;45;37;1
2020-08-13;CZ053;CZ0531;131;112;1
2020-08-13;CZ053;CZ0532;209;166;5
2020-08-13;CZ053;CZ0533;80;64;3
2020-08-13;CZ053;CZ0534;92;68;2
2020-08-13;CZ063;CZ0631;146;115;4
2020-08-13;CZ063;CZ0632;167;131;6
2020-08-13;CZ063;CZ0633;36;30;0
2020-08-13;CZ063;CZ0634;61;47;1
2020-08-13;CZ063;CZ0635;75;61;0
2020-08-13;CZ064;CZ0641;47;41;0
2020-08-13;CZ064;CZ0642;525;427;6
2020-08-13;CZ064;CZ0643;144;117;3
2020-08-13;CZ064;CZ0644;186;153;15
2020-08-13;CZ064;CZ0645;78;43;1
2020-08-13;CZ064;CZ0646;63;56;0
2020-08-13;CZ064;CZ0647;137;119;0
2020-08-13;CZ071;CZ0711;10;10;0
2020-08-13;CZ071;CZ0712;766;700;24
2020-08-13;CZ071;CZ0713;137;118;0
2020-08-13;CZ071;CZ0714;109;98;1
2020-08-13;CZ071;CZ0715;74;64;0
2020-08-13;CZ072;CZ0721;66;49;0
2020-08-13;CZ072;CZ0722;248;206;3
2020-08-13;CZ072;CZ0723;84;69;0
2020-08-13;CZ072;CZ0724;221;176;2
2020-08-13;CZ080;CZ0801;37;40;1
2020-08-13;CZ080;CZ0802;1091;773;16
2020-08-13;CZ080;CZ0803;2375;2333;17
2020-08-13;CZ080;CZ0804;212;180;7
2020-08-13;CZ080;CZ0805;296;255;10
2020-08-13;CZ080;CZ0806;893;773;37
2020-08-13;;;10;378;0
2020-08-14;CZ010;CZ0100;4026;3330;113
2020-08-14;CZ020;CZ020A;357;297;5
2020-08-14;CZ020;CZ020B;105;59;2
2020-08-14;CZ020;CZ020C;37;27;0
2020-08-14;CZ020;CZ0201;137;109;1
2020-08-14;CZ020;CZ0202;149;130;1
2020-08-14;CZ020;CZ0203;216;161;6
2020-08-14;CZ020;CZ0204;150;111;1
2020-08-14;CZ020;CZ0205;115;92;1
2020-08-14;CZ020;CZ0206;196;173;2
2020-08-14;CZ020;CZ0207;133;94;1
2020-08-14;CZ020;CZ0208;157;131;2
2020-08-14;CZ020;CZ0209;413;366;4
2020-08-14;CZ031;CZ0311;87;65;0
2020-08-14;CZ031;CZ0312;35;26;0
2020-08-14;CZ031;CZ0313;47;41;0
2020-08-14;CZ031;CZ0314;43;24;0
2020-08-14;CZ031;CZ0315;102;85;5
2020-08-14;CZ031;CZ0316;66;53;1
2020-08-14;CZ031;CZ0317;63;48;0
2020-08-14;CZ032;CZ0321;360;349;8
2020-08-14;CZ032;CZ0322;157;98;1
2020-08-14;CZ032;CZ0323;183;145;3
2020-08-14;CZ032;CZ0324;53;39;5
2020-08-14;CZ032;CZ0325;45;28;0
2020-08-14;CZ032;CZ0326;19;14;0
2020-08-14;CZ032;CZ0327;57;55;2
2020-08-14;CZ041;CZ0411;334;287;35
2020-08-14;CZ041;CZ0412;101;94;3
2020-08-14;CZ041;CZ0413;77;77;0
2020-08-14;CZ042;CZ0421;60;57;0
2020-08-14;CZ042;CZ0422;62;33;1
2020-08-14;CZ042;CZ0423;324;287;11
2020-08-14;CZ042;CZ0424;52;30;3
2020-08-14;CZ042;CZ0425;65;69;6
2020-08-14;CZ042;CZ0426;83;76;0
2020-08-14;CZ042;CZ0427;112;106;0
2020-08-14;CZ051;CZ0511;42;29;0
2020-08-14;CZ051;CZ0512;155;130;2
2020-08-14;CZ051;CZ0513;212;176;2
2020-08-14;CZ051;CZ0514;75;59;1
2020-08-14;CZ052;CZ0521;161;108;1
2020-08-14;CZ052;CZ0522;48;36;1
2020-08-14;CZ052;CZ0523;107;87;0
2020-08-14;CZ052;CZ0524;54;33;1
2020-08-14;CZ052;CZ0525;47;38;1
2020-08-14;CZ053;CZ0531;140;112;1
2020-08-14;CZ053;CZ0532;217;167;5
2020-08-14;CZ053;CZ0533;80;65;3
2020-08-14;CZ053;CZ0534;93;70;2
2020-08-14;CZ063;CZ0631;149;115;4
2020-08-14;CZ063;CZ0632;169;139;6
2020-08-14;CZ063;CZ0633;36;30;0
2020-08-14;CZ063;CZ0634;68;47;1
2020-08-14;CZ063;CZ0635;77;66;0
2020-08-14;CZ064;CZ0641;47;41;0
2020-08-14;CZ064;CZ0642;536;444;6
2020-08-14;CZ064;CZ0643;147;119;3
2020-08-14;CZ064;CZ0644;187;157;15
2020-08-14;CZ064;CZ0645;86;43;1
2020-08-14;CZ064;CZ0646;63;57;0
2020-08-14;CZ064;CZ0647;140;126;0
2020-08-14;CZ071;CZ0711;10;10;0
2020-08-14;CZ071;CZ0712;769;702;24
2020-08-14;CZ071;CZ0713;142;123;0
2020-08-14;CZ071;CZ0714;109;102;1
2020-08-14;CZ071;CZ0715;76;65;0
2020-08-14;CZ072;CZ0721;66;56;0
2020-08-14;CZ072;CZ0722;263;207;3
2020-08-14;CZ072;CZ0723;84;70;0
2020-08-14;CZ072;CZ0724;222;181;2
2020-08-14;CZ080;CZ0801;37;40;1
2020-08-14;CZ080;CZ0802;1096;784;16
2020-08-14;CZ080;CZ0803;2378;2341;18
2020-08-14;CZ080;CZ0804;213;184;7
2020-08-14;CZ080;CZ0805;308;256;10
2020-08-14;CZ080;CZ0806;896;776;37
2020-08-14;;;10;383;0
2020-08-15;CZ010;CZ0100;4065;3360;113
2020-08-15;CZ020;CZ020A;365;297;5
2020-08-15;CZ020;CZ020B;107;59;2
2020-08-15;CZ020;CZ020C;38;27;0
2020-08-15;CZ020;CZ0201;137;109;1
2020-08-15;CZ020;CZ0202;149;132;1
2020-08-15;CZ020;CZ0203;219;163;6
2020-08-15;CZ020;CZ0204;150;111;1
2020-08-15;CZ020;CZ0205;115;92;1
2020-08-15;CZ020;CZ0206;196;178;2
2020-08-15;CZ020;CZ0207;135;97;1
2020-08-15;CZ020;CZ0208;157;135;2
2020-08-15;CZ020;CZ0209;416;367;4
2020-08-15;CZ031;CZ0311;89;65;0
2020-08-15;CZ031;CZ0312;35;26;0
2020-08-15;CZ031;CZ0313;47;41;0
2020-08-15;CZ031;CZ0314;43;24;0
2020-08-15;CZ031;CZ0315;102;85;5
2020-08-15;CZ031;CZ0316;69;53;1
2020-08-15;CZ031;CZ0317;63;54;0
2020-08-15;CZ032;CZ0321;360;349;8
2020-08-15;CZ032;CZ0322;157;98;1
2020-08-15;CZ032;CZ0323;185;146;3
2020-08-15;CZ032;CZ0324;53;41;5
2020-08-15;CZ032;CZ0325;46;28;0
2020-08-15;CZ032;CZ0326;19;14;0
2020-08-15;CZ032;CZ0327;58;56;2
2020-08-15;CZ041;CZ0411;334;288;35
2020-08-15;CZ041;CZ0412;101;94;3
2020-08-15;CZ041;CZ0413;77;77;0
2020-08-15;CZ042;CZ0421;60;57;0
2020-08-15;CZ042;CZ0422;62;33;1
2020-08-15;CZ042;CZ0423;324;289;11
2020-08-15;CZ042;CZ0424;52;30;3
2020-08-15;CZ042;CZ0425;65;69;6
2020-08-15;CZ042;CZ0426;83;77;0
2020-08-15;CZ042;CZ0427;112;108;0
2020-08-15;CZ051;CZ0511;42;29;0
2020-08-15;CZ051;CZ0512;155;130;2
2020-08-15;CZ051;CZ0513;212;176;2
2020-08-15;CZ051;CZ0514;75;59;1
2020-08-15;CZ052;CZ0521;166;108;1
2020-08-15;CZ052;CZ0522;48;36;1
2020-08-15;CZ052;CZ0523;107;87;0
2020-08-15;CZ052;CZ0524;60;33;1
2020-08-15;CZ052;CZ0525;47;38;1
2020-08-15;CZ053;CZ0531;144;112;1
2020-08-15;CZ053;CZ0532;227;168;5
2020-08-15;CZ053;CZ0533;80;65;3
2020-08-15;CZ053;CZ0534;96;70;2
2020-08-15;CZ063;CZ0631;151;116;4
2020-08-15;CZ063;CZ0632;170;139;7
2020-08-15;CZ063;CZ0633;36;30;0
2020-08-15;CZ063;CZ0634;69;47;1
2020-08-15;CZ063;CZ0635;77;66;0
2020-08-15;CZ064;CZ0641;48;41;0
2020-08-15;CZ064;CZ0642;549;446;6
2020-08-15;CZ064;CZ0643;154;120;3
2020-08-15;CZ064;CZ0644;187;157;15
2020-08-15;CZ064;CZ0645;91;43;1
2020-08-15;CZ064;CZ0646;66;57;0
2020-08-15;CZ064;CZ0647;140;126;0
2020-08-15;CZ071;CZ0711;10;10;0
2020-08-15;CZ071;CZ0712;771;702;24
2020-08-15;CZ071;CZ0713;142;123;0
2020-08-15;CZ071;CZ0714;109;102;1
2020-08-15;CZ071;CZ0715;76;65;0
2020-08-15;CZ072;CZ0721;66;56;0
2020-08-15;CZ072;CZ0722;276;207;3
2020-08-15;CZ072;CZ0723;84;70;0
2020-08-15;CZ072;CZ0724;223;181;2
2020-08-15;CZ080;CZ0801;37;40;1
2020-08-15;CZ080;CZ0802;1108;804;16
2020-08-15;CZ080;CZ0803;2382;2353;19
2020-08-15;CZ080;CZ0804;216;184;7
2020-08-15;CZ080;CZ0805;312;257;10
2020-08-15;CZ080;CZ0806;900;781;37
2020-08-15;;;10;384;0
2020-08-16;CZ010;CZ0100;4101;3396;114
2020-08-16;CZ020;CZ020A;365;297;5
2020-08-16;CZ020;CZ020B;107;59;2
2020-08-16;CZ020;CZ020C;38;27;0
2020-08-16;CZ020;CZ0201;137;109;1
2020-08-16;CZ020;CZ0202;149;132;1
2020-08-16;CZ020;CZ0203;226;163;6
2020-08-16;CZ020;CZ0204;152;111;1
2020-08-16;CZ020;CZ0205;115;92;1
2020-08-16;CZ020;CZ0206;197;179;2
2020-08-16;CZ020;CZ0207;136;98;1
2020-08-16;CZ020;CZ0208;157;135;2
2020-08-16;CZ020;CZ0209;419;368;4
2020-08-16;CZ031;CZ0311;90;66;0
2020-08-16;CZ031;CZ0312;36;26;0
2020-08-16;CZ031;CZ0313;47;41;0
2020-08-16;CZ031;CZ0314;43;24;0
2020-08-16;CZ031;CZ0315;102;85;5
2020-08-16;CZ031;CZ0316;69;53;1
2020-08-16;CZ031;CZ0317;65;55;0
2020-08-16;CZ032;CZ0321;363;349;8
2020-08-16;CZ032;CZ0322;157;98;1
2020-08-16;CZ032;CZ0323;188;148;3
2020-08-16;CZ032;CZ0324;54;42;5
2020-08-16;CZ032;CZ0325;56;28;0
2020-08-16;CZ032;CZ0326;21;14;0
2020-08-16;CZ032;CZ0327;58;56;2
2020-08-16;CZ041;CZ0411;335;288;35
2020-08-16;CZ041;CZ0412;102;94;3
2020-08-16;CZ041;CZ0413;77;77;0
2020-08-16;CZ042;CZ0421;60;57;0
2020-08-16;CZ042;CZ0422;63;33;1
2020-08-16;CZ042;CZ0423;324;291;11
2020-08-16;CZ042;CZ0424;52;30;3
2020-08-16;CZ042;CZ0425;65;69;6
2020-08-16;CZ042;CZ0426;83;77;0
2020-08-16;CZ042;CZ0427;113;108;0
2020-08-16;CZ051;CZ0511;42;29;0
2020-08-16;CZ051;CZ0512;155;132;2
2020-08-16;CZ051;CZ0513;212;177;2
2020-08-16;CZ051;CZ0514;75;61;1
2020-08-16;CZ052;CZ0521;166;110;1
2020-08-16;CZ052;CZ0522;49;36;1
2020-08-16;CZ052;CZ0523;107;87;0
2020-08-16;CZ052;CZ0524;60;33;1
2020-08-16;CZ052;CZ0525;47;38;1
2020-08-16;CZ053;CZ0531;144;112;1
2020-08-16;CZ053;CZ0532;228;168;5
2020-08-16;CZ053;CZ0533;80;66;3
2020-08-16;CZ053;CZ0534;96;70;2
2020-08-16;CZ063;CZ0631;153;116;4
2020-08-16;CZ063;CZ0632;171;141;7
2020-08-16;CZ063;CZ0633;36;30;0
2020-08-16;CZ063;CZ0634;70;47;1
2020-08-16;CZ063;CZ0635;79;67;0
2020-08-16;CZ064;CZ0641;48;41;0
2020-08-16;CZ064;CZ0642;549;446;6
2020-08-16;CZ064;CZ0643;155;120;3
2020-08-16;CZ064;CZ0644;187;157;15
2020-08-16;CZ064;CZ0645;92;43;1
2020-08-16;CZ064;CZ0646;66;58;0
2020-08-16;CZ064;CZ0647;140;126;0
2020-08-16;CZ071;CZ0711;10;10;0
2020-08-16;CZ071;CZ0712;771;703;24
2020-08-16;CZ071;CZ0713;142;123;0
2020-08-16;CZ071;CZ0714;109;102;1
2020-08-16;CZ071;CZ0715;76;65;0
2020-08-16;CZ072;CZ0721;68;57;0
2020-08-16;CZ072;CZ0722;277;209;3
2020-08-16;CZ072;CZ0723;84;71;0
2020-08-16;CZ072;CZ0724;223;181;2
2020-08-16;CZ080;CZ0801;37;40;1
2020-08-16;CZ080;CZ0802;1111;815;17
2020-08-16;CZ080;CZ0803;2383;2353;19
2020-08-16;CZ080;CZ0804;217;184;7
2020-08-16;CZ080;CZ0805;319;257;10
2020-08-16;CZ080;CZ0806;907;782;37
2020-08-16;;;10;385;0
2020-08-17;CZ010;CZ0100;4146;3470;114
2020-08-17;CZ020;CZ020A;365;323;5
2020-08-17;CZ020;CZ020B;109;62;2
2020-08-17;CZ020;CZ020C;39;27;0
2020-08-17;CZ020;CZ0201;138;115;1
2020-08-17;CZ020;CZ0202;150;134;1
2020-08-17;CZ020;CZ0203;231;165;6
2020-08-17;CZ020;CZ0204;153;121;1
2020-08-17;CZ020;CZ0205;116;93;1
2020-08-17;CZ020;CZ0206;200;179;2
2020-08-17;CZ020;CZ0207;137;98;1
2020-08-17;CZ020;CZ0208;157;135;2
2020-08-17;CZ020;CZ0209;422;373;4
